session_id,user_id,course_id,intent,user_query,ai_response_summary,tokens_used,satisfaction_score,created_at
AIS0020797,USR037948,CRS041792,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1528,3,2026-04-16
AIS0020798,USR021609,CRS013343,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4259,2,2026-04-24
AIS0020799,USR046217,CRS017896,Concept Explanation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4761,2,2026-03-15
AIS0020800,USR018890,CRS036354,Career Guidance,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1628,1,2026-04-30
AIS0020801,USR027385,CRS045081,Career Guidance,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",906,1,2026-04-09
AIS0020802,USR024945,CRS023077,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",833,4,2026-03-07
AIS0020803,USR017373,CRS044541,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1452,3,2026-03-18
AIS0020804,USR007213,CRS036180,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4591,3,2026-05-10
AIS0020805,USR018304,CRS011195,Revision,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1757,3,2026-04-15
AIS0020806,USR014839,CRS028238,Revision,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2427,1,2026-04-18
AIS0020807,USR032949,CRS033512,Assignment Help,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1923,1,2026-03-03
AIS0020808,USR034693,CRS012603,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2830,4,2026-04-01
AIS0020809,USR045018,CRS001990,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",514,3,2026-04-12
AIS0020810,USR027013,CRS020189,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4327,3,2026-03-23
AIS0020811,USR020022,CRS023750,Quiz Generation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3681,3,2026-03-08
AIS0020812,USR030182,CRS021575,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4476,5,2026-05-04
AIS0020813,USR015244,CRS014734,Quiz Generation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3663,3,2026-03-03
AIS0020814,USR043023,CRS025825,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2698,3,2026-04-03
AIS0020815,USR021209,CRS002905,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2706,5,2026-03-01
AIS0020816,USR001850,CRS037815,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1322,1,2026-03-29
AIS0020817,USR048728,CRS048817,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",367,5,2026-04-11
AIS0020818,USR012385,CRS016722,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1667,3,2026-04-13
AIS0020819,USR047020,CRS023915,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3039,5,2026-02-26
AIS0020820,USR020520,CRS046824,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4549,4,2026-03-24
AIS0020821,USR032539,CRS019234,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1937,1,2026-02-20
AIS0020822,USR040819,CRS011062,Assignment Help,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2383,5,2026-02-16
AIS0020823,USR042255,CRS037383,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2172,4,2026-02-12
AIS0020824,USR036802,CRS043900,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3485,4,2026-02-14
AIS0020825,USR031904,CRS035477,Doubt Solving,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3773,1,2026-04-09
AIS0020826,USR038833,CRS034448,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3346,1,2026-02-13
AIS0020827,USR008605,CRS043844,Revision,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",534,1,2026-04-27
AIS0020828,USR000118,CRS026370,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2297,2,2026-05-04
AIS0020829,USR032075,CRS036877,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4302,4,2026-03-08
AIS0020830,USR011208,CRS035440,Revision,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4793,4,2026-03-14
AIS0020831,USR002697,CRS014879,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4298,3,2026-04-27
AIS0020832,USR008441,CRS033889,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1000,1,2026-02-19
AIS0020833,USR038198,CRS048513,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2856,3,2026-04-22
AIS0020834,USR049196,CRS002513,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",608,4,2026-04-07
